Time [s],Current [A],Voltage [V],C-rate,Total capacity lost to side reactions [A.h],Capacity [Ah],Remaining Capacity [Ah],RUL [hours],Predicted RUL
126044.6288204326,-0.0866079128040817,3.649999999999998,-0.1272493047534611,0.0744639665849618,4.925536033415038,4.925536033415038,98.51072066830075,98.52518321451237
126104.6288204326,-0.0801462411860079,3.649999999999998,-0.1177554468099603,0.0744827881536012,4.925517211846399,4.925517211846399,98.51034423692798,98.53787852701237
126164.6288204326,-0.0744211461998485,3.649999999999992,-0.1093438094312337,0.0745016625791413,4.9254983374208585,4.9254983374208585,98.50996674841717,98.54959727701237
126224.6288204326,-0.0693148530962052,3.6500000000000017,-0.1018413512115572,0.0745205868850819,4.925479413114918,4.925479413114918,98.50958826229837,98.56009532388737
126284.6288204326,-0.0647290759382155,3.649999999999999,-0.0951036648245347,0.0745395582100282,4.925460441789972,4.925460441789972,98.50920883579943,98.57004405435612
126344.6288204326,-0.0605886989515784,3.65,-0.0890203858733536,0.0745585738308765,4.925441426169123,4.925441426169123,98.50882852338246,98.57974864419987
126404.6288204326,-0.0568316721413105,3.65,-0.0835003469523352,0.0745776311739865,4.9254223688260135,4.9254223688260135,98.50844737652027,98.58872081216862
126464.6288204326,-0.0534085402189978,3.65,-0.0784708855198787,0.0745967277910091,4.925403272208991,4.925403272208991,98.5080654441798,98.59641124185612
126524.6288204326,-0.0502754719789008,3.65,-0.0738676022586904,0.0746158613312968,4.925384138668703,4.925384138668703,98.50768277337406,98.60452891763737
126584.6288204326,-0.0473987737941145,3.65,-0.069640992562788,0.0746350296928334,4.925364970307166,4.925364970307166,98.50729940614332,98.61185313638737
126644.6288204326,-0.0447493481494323,3.650000000000002,-0.0657483046966753,0.0746542308700927,4.925345769129907,4.925345769129907,98.50691538259814,98.61887217935612
126704.6288204326,-0.0423018542608528,3.65,-0.0621523065294569,0.0746734629068044,4.925326537093196,4.925326537093196,98.50653074186391,98.62528087076237
126764.6288204326,-0.0400348911317292,3.650000000000001,-0.0588215544914155,0.0746927239863556,4.925307276013644,4.925307276013644,98.50614552027288,98.63141490396549
126824.6288204326,-0.0379299974569678,3.65,-0.0557289241759933,0.0747120124107305,4.92528798758927,4.92528798758927,98.50575975178539,98.63718272623112
126884.6288204326,-0.0359714085125863,3.65,-0.0528512531480105,0.07473132659025,4.92526867340975,4.92526867340975,98.505373468195,98.64234019693424
126944.6288204326,-0.0341452530749316,3.65,-0.0501681610113951,0.0747506650225879,4.925249334977412,4.925249334977412,98.50498669954824,98.64795543130924
127004.6288204326,-0.0324393340486915,3.65,-0.0476617270952952,0.0747700262927646,4.925229973707236,4.925229973707236,98.50459947414471,98.65180064615299
127064.6288204326,-0.0308455078559239,3.649999999999999,-0.045319986388689,0.0747894097246839,4.9252105902753165,4.9252105902753165,98.50421180550633,98.65714122232487
127124.6288204326,-0.0293488444127604,3.65,-0.0431210027574438,0.0748088126211649,4.925191187378835,4.925191187378835,98.50382374757669,98.66101695474674
127184.6288204326,-0.0279440488120561,3.65,-0.0410569966207907,0.0748282345882942,4.925171765411706,4.925171765411706,98.50343530823412,98.66519786294987
127244.6288204326,-0.026623869167207,3.649999999999999,-0.0391173130916803,0.0748476745525858,4.9251523254474145,4.9251523254474145,98.50304650894829,98.66965342935612
127304.6288204326,-0.0253817672439651,3.65,-0.0372923458219688,0.0748671314948869,4.925132868505113,4.925132868505113,98.50265737010226,98.67301036294987
127364.6288204326,-0.0242117690770638,3.6499999999999977,-0.0355733175198112,0.0748866043965651,4.925113395603435,4.925113395603435,98.50226791206869,98.67655040201237
127424.6288204326,-0.0231082851694188,3.649999999999998,-0.0339520157760306,0.0749060922977606,4.925093907702239,4.925093907702239,98.50187815404477,98.68002940591862
127484.6288204326,-0.0220662932877062,3.65,-0.0324210616378489,0.0749255942713427,4.925074405728657,4.925074405728657,98.50148811457314,98.68277598794987
127544.6288204326,-0.0210814203914262,3.650000000000001,-0.0309740299837591,0.074945109440912,4.925054890559088,4.925054890559088,98.50109781118175,98.68588878091862
127604.6288204326,-0.0201511026369306,3.65,-0.0296071538678648,0.0749646373859598,4.92503536261404,4.92503536261404,98.5007072522808,98.68930674966862
127664.6288204326,-0.0192686896924831,3.649999999999999,-0.0283106622419736,0.0749841765368349,4.925015823463165,4.925015823463165,98.5003164692633,98.69162608560612
127724.6288204326,-0.0184323067498225,3.65,-0.027081800530435,0.0750037265459825,4.924996273454018,4.924996273454018,98.49992546908035,98.69449473794987
127784.6288204326,-0.0176392772022966,3.65,-0.02591663610949,0.0750232868523543,4.924976713147646,4.924976713147646,98.4995342629529,98.69701243814518
127844.6288204326,-0.0168867757962042,3.65,-0.0248110179546238,0.0750428567888203,4.92495714321118,4.92495714321118,98.49914286422359,98.69933177408268
127904.6288204326,-0.0161723125296191,3.65,-0.0237612876124263,0.0750624357735685,4.924937564226432,4.924937564226432,98.49875128452862,98.70160533365299
127964.6288204326,-0.0154937484405333,3.65,-0.0227643023974361,0.0750820232739619,4.9249179767260385,4.9249179767260385,98.49835953452076,98.70398570474674
128024.6288204326,-0.0148489098958253,3.65,-0.0218168686834063,0.0751016187548852,4.924898381245114,4.924898381245114,98.49796762490229,98.70535899576237
128084.6288204326,-0.0142358292026788,3.65,-0.0209160954233794,0.0751212216952279,4.924878778304772,4.924878778304772,98.49757556609543,98.7075410025983
128144.6288204326,-0.0136548641626171,3.65,-0.0200625083198413,0.0751408321302741,4.924859167869726,4.924859167869726,98.4971833573945,98.70946361002018
128204.6288204326,-0.013100586498083,3.65,-0.019248131836576,0.0751604486095704,4.92483955139043,4.92483955139043,98.49679102780858,98.71130992349674
128264.6288204326,-0.0125711881587412,3.65,-0.0184703094825,0.0751800706329669,4.924819929367033,4.924819929367033,98.49639858734066,98.71306468423893
128324.6288204326,-0.0120665692771982,3.65,-0.0177288945267202,0.0751996981105257,4.924800301889475,4.924800301889475,98.49600603778948,98.7146210807233
128384.6288204326,-0.0115854721716611,3.65,-0.0170220391111304,0.075219330686992,4.924780669313008,4.924780669313008,98.49561338626015,98.71636058267643
128444.6288204326,-0.0111266453772137,3.65,-0.0163479045118153,0.0752389679785913,4.924761032021409,4.924761032021409,98.49522064042817,98.71761180337955
128504.6288204326,-0.0106889984868682,3.65,-0.0157048886403908,0.0752586096468574,4.924741390353143,4.924741390353143,98.49482780706285,98.71927501138737
128564.6288204326,-0.0102713824243581,3.65,-0.0150913032082086,0.0752782553357897,4.92472174466421,4.92472174466421,98.4944348932842,98.72055674966862
128624.6288204326,-0.0098727652115819,3.65,-0.0145056319739499,0.0752979047058564,4.924702095294144,4.924702095294144,98.49404190588288,98.72176219400455
128684.6288204326,-0.0094937295872548,3.650000000000001,-0.0139487311307034,0.0753175577061002,4.9246824422939,4.9246824422939,98.493648845878,98.72326518472721
128744.6288204326,-0.0091302881046294,3.65,-0.0134147420933823,0.0753372134161139,4.924662786583886,4.924662786583886,98.4932557316777,98.72485209878971
128804.6288204326,-0.0087824813084609,3.65,-0.0129037244326623,0.0753568717286592,4.924643128271341,4.924643128271341,98.4928625654268,98.72537089761784
128864.6288204326,-0.0084499775230178,3.65,-0.012415190831567,0.0753765324361504,4.924623467563849,4.924623467563849,98.49246935127698,98.72661448892643
128924.6288204326,-0.0081321497206902,3.65,-0.0119482200252275,0.0753961953480892,4.924603804651911,4.924603804651911,98.49207609303821,98.72788096841862
129824.62882043264,0.0680616,3.622840105798873,0.0999999999999999,0.0756901928520924,4.924309807147908,4.924309807147908,98.48619614295815,98.93088389810612
129884.6288204326,0.0680616,3.619213572454032,0.0999999999999999,0.0757095781522798,4.92429042184772,4.92429042184772,98.4858084369544,98.91647960123112
129944.6288204326,0.0680616,3.617470020804671,0.0999999999999999,0.0757288388603952,4.924271161139605,4.924271161139605,98.4854232227921,98.90958262857487
130004.6288204326,0.0680616,3.615950046023096,0.0999999999999999,0.075748005359649,4.924251994640351,4.924251994640351,98.48503989280702,98.90366221841862
130064.6288204326,0.0680616,3.614470974426765,0.0999999999999999,0.0757670867392885,4.924232913260711,4.924232913260711,98.48465826521422,98.89792491373112
130124.6288204326,0.0680616,3.612983238565903,0.0999999999999999,0.0757860874029476,4.924213912597052,4.924213912597052,98.48427825194103,98.89224864419987
130184.6288204326,0.0680616,3.611465890585437,0.0999999999999999,0.0758050097170312,4.9241949902829685,4.9241949902829685,98.48389980565936,98.88651133951237
130244.6288204326,0.0680616,3.609907476291794,0.0999999999999999,0.075823854935299,4.924176145064701,4.924176145064701,98.48352290129401,98.88059092935612
130304.6288204326,0.0680616,3.608299723231793,0.0999999999999999,0.0758426236995885,4.924157376300411,4.924157376300411,98.48314752600822,98.87454844888737
130364.6288204326,0.0680616,3.6066362597726895,0.0999999999999999,0.0758613162475859,4.924138683752414,4.924138683752414,98.48277367504828,98.86826182779362
130424.6288204326,0.0680616,3.604911927320356,0.0999999999999999,0.0758799325471365,4.924120067452863,4.924120067452863,98.48240134905726,98.86197520669987
130484.6288204326,0.0680616,3.603121795950245,0.0999999999999999,0.0758984653715966,4.924101534628403,4.924101534628403,98.48203069256806,98.85544444498112
130544.6288204326,0.0680616,3.601260560667172,0.0999999999999999,0.0759169276716752,4.924083072328325,4.924083072328325,98.48166144656649,98.84885264810612
130604.6288204326,0.0680616,3.599323702514982,0.0999999999999999,0.0759353133899402,4.92406468661006,4.92406468661006,98.4812937322012,98.84189464029362
130664.6288204326,0.0680616,3.5973062400074296,0.0999999999999999,0.0759536221667505,4.92404637783325,4.92404637783325,98.480927556665,98.83487559732487
130724.6288204326,0.0680616,3.595203009673932,0.0999999999999999,0.0759718533197945,4.924028146680206,4.924028146680206,98.4805629336041,98.82749034341862
130784.6288204326,0.0680616,3.593008802451453,0.0999999999999999,0.0759900064361426,4.924009993563858,4.924009993563858,98.48019987127715,98.81992198404362
130844.6288204326,0.0680616,3.5907173959525687,0.0999999999999999,0.0760080810977354,4.9239919189022645,4.9239919189022645,98.47983837804529,98.81217051919987
130904.6288204326,0.0680616,3.58832287613932,0.0999999999999999,0.0760260768625846,4.9239739231374156,4.9239739231374156,98.4794784627483,98.80423594888737
130964.6288204326,0.0680616,3.5858190187217795,0.0999999999999999,0.0760439932643755,4.923956006735624,4.923956006735624,98.47912013471247,98.79605723794987
131024.6288204326,0.0680616,3.583198580799153,0.0999999999999999,0.0760618225677004,4.9239381774323,4.9239381774323,98.47876354864599,98.78757335123112
131084.6288204326,0.0680616,3.580454459313028,0.0999999999999999,0.0760795764340061,4.923920423565994,4.923920423565994,98.47840847131987,98.77878428873112
131144.6288204326,0.0680616,3.577579309221247,0.0999999999999999,0.0760972507098104,4.92390274929019,4.92390274929019,98.4780549858038,98.76987315591862
131204.6288204326,0.0680616,3.574564939188876,0.0999999999999999,0.0761148445780373,4.923885155421963,4.923885155421963,98.47770310843924,98.76065684732487
131264.6288204326,0.0680616,3.5714023300236484,0.0999999999999999,0.0761323567909676,4.923867643209032,4.923867643209032,98.47735286418065,98.75144053873112
131324.6288204326,0.0680616,3.5680823919600995,0.0999999999999999,0.0761497868182444,4.923850213181756,4.923850213181756,98.47700426363511,98.74179698404362
131384.6288204326,0.0680616,3.564595562832197,0.0999999999999999,0.0761671340666475,4.923832865933353,4.923832865933353,98.47665731866705,98.73190928873112
131444.6288204326,0.0680616,3.560931008223724,0.0999999999999999,0.076184397828599,4.923815602171401,4.923815602171401,98.47631204342801,98.72196055826237
131504.6288204326,0.0680616,3.5570794681143045,0.0999999999999999,0.0762015774417944,4.923798422558206,4.923798422558206,98.4759684511641,98.71158458169987
131564.6288204326,0.0680616,3.553027689167347,0.0999999999999999,0.0762186696606016,4.9237813303393985,4.9237813303393985,98.47562660678797,98.70139171060612
131624.6288204326,0.0680616,3.54876418624377,0.0999999999999999,0.0762356782928102,4.92376432170719,4.92376432170719,98.4752864341438,98.69083262857487
